Unnamed: 0.1,Unnamed: 0,id,question,question_concept,choices,answerKey,answer_options_formatted,answer,choices_copy,masked_options,question_answer,masked_question,masked_word_answer,extracted_terms,rel_info_generated,leakage_in_bucket,can_be_data_leakage,seen_terms
69,7576,4dd40d984b5779ac7b2089212061a772,"The person was glad that his father had helped him.   If his father wasn't there, he'd have been what?",glad,"['regretful', 'hatred', 'downcast', 'unhappy', 'disappointed']",E,"A: regretful
B: hatred
C: downcast
D: unhappy
E: disappointed",disappointed,"['', 'hatred', 'downcast', 'unhappy', 'disappointed']",['regretful'],"Question: The person was glad that his father had helped him.   If his father wasn't there, he'd have been what?
Answer:
A: 
B: hatred
C: downcast
D: unhappy
E: disappointed","The () was glad that his father had helped him.   If his father wasn't there, he'd have been what?",person,"['father', 'there']","In a quaint little town nestled among the rolling hills, a father sat on a weathered bench in the park, watching his children play. The sun was setting, casting a warm glow over the scene, creating a serene atmosphere. The father smiled as he observed the joy and laughter emanating from his little ones, grateful for the precious moments spent together. Despite the challenges and uncertainties out there in the world, in that moment, surrounded by his family, he found solace and contentment.",,False,orphan
70,9310,8c2c17b50f2f10e4f3004c30dbfccc19,What does the D in DRC stand for?,republic,"['dictatorship', 'democracy', 'democracy', 'state', 'democratic']",E,"A: dictatorship
B: democracy
C: democracy
D: state
E: democratic",democratic,"['dictatorship', 'democracy', '', 'state', 'democratic']",['democracy'],"Question: What does the D in DRC stand for?
Answer:
A: dictatorship
B: democracy
C: 
D: state
E: democratic",What does the D in DRC stand for?,,,,,False,Democratic
71,2046,8959f7fd535adcbfa7028dc13af3dcb2,After a long day of teaching and an afternoon of grading homework the teacher was hungry so she began to what?,teacher,"['evaluate progress', 'include examples', 'time test', 'prepare dinner', 'eat children']",D,"A: evaluate progress
B: include examples
C: time test
D: prepare dinner
E: eat children",preparedinner,"['evaluate progress', 'include examples', 'time test', 'prepare dinner', '']",['eat children'],"Question: After a long day of teaching and an afternoon of grading homework the teacher was hungry so she began to what?
Answer:
A: evaluate progress
B: include examples
C: time test
D: prepare dinner
E: ",After a long day of teaching and an afternoon of grading homework the () was hungry so she began to what?,teacher,,,Seen Q,True,teacher
72,4439,068ce575c1fe83c0c19afc43e2b23169,"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",cottage,"['mountains', 'dense areas', 'village', 'countryside', 'painting']",E,"A: mountains
B: dense areas
C: village
D: countryside
E: painting",painting,"['', 'dense areas', 'village', 'countryside', 'painting']",['mountains'],"Question: James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?
Answer:
A: 
B: dense areas
C: village
D: countryside
E: painting","James spent his days at his cottage trying to capture the () of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",beauty,"['James', 'days', 'capture', 'landscape', 'never']","James spent his days exploring the breathtaking landscape that surrounded his home. He was captivated by the beauty of the rolling hills and lush forests, and he never grew tired of discovering new hidden gems in the vast wilderness. Each day brought new adventures and opportunities to capture the stunning scenery through his camera lens, preserving the moments of tranquility and wonder that filled his soul.",,False,essence
73,4692,4bb828a8c61988957739eed4f8518332,Where is a good place for a safabed to be so it can also be used for seating?,sofabed,"['garage', 'sitting room', 'spare room', 'livingroom', 'dinning roam']",B,"A: garage
B: sitting room
C: spare room
D: livingroom
E: dinning roam",sittingroom,"['garage', 'sitting room', 'spare room', '', 'dinning roam']",['livingroom'],"Question: Where is a good place for a safabed to be so it can also be used for seating?
Answer:
A: garage
B: sitting room
C: spare room
D: 
E: dinning roam",Where is a good place for a safabed to be so it can also be used for ()?,seating,"['good place', 'place', 'also', 'seating']","When looking for a good place to dine out, the seating arrangement is also an important factor to consider. A restaurant may have excellent food, but if the seating is uncomfortable or cramped, it can detract from the overall dining experience. Therefore, finding a place that not only serves delicious food but also offers comfortable seating can greatly enhance your enjoyment of the meal. Whether you prefer cozy booths, outdoor patio seating, or spacious tables, the seating arrangement plays a significant role in creating a pleasant dining atmosphere.",,False,sitting
74,4201,5dffd7d4ae870d46e62928bbb9c9d2a7,Where are things sometimes organized by a card catalog?,card catalog,"['store', 'recipe book', 'kitchen', 'easy browsing', 'library']",E,"A: store
B: recipe book
C: kitchen
D: easy browsing
E: library",library,"['store', '', 'kitchen', 'easy browsing', 'library']",['recipe book'],"Question: Where are things sometimes organized by a card catalog?
Answer:
A: store
B: 
C: kitchen
D: easy browsing
E: library",Where are things sometimes organized by a card ()?,catalog,,,Seen Q,True,Catalog
75,4832,4a038540c439a347ad60b361c1cf1e62,Where are you when an employee brings you cooked potatoes?,potatoes,"['bathroom', 'cellar', 'countryside', 'restaurant', 'plate']",D,"A: bathroom
B: cellar
C: countryside
D: restaurant
E: plate",restaurant,"['', 'cellar', 'countryside', 'restaurant', 'plate']",['bathroom'],"Question: Where are you when an employee brings you cooked potatoes?
Answer:
A: 
B: cellar
C: countryside
D: restaurant
E: plate",Where are you when an () brings you cooked potatoes?,employee,"['when', 'cooked', 'potatoes']","Potatoes are a versatile and widely consumed staple food that can be prepared in various ways. When cooked, potatoes undergo a transformation in texture and flavor, becoming soft and more palatable. The process of cooking potatoes can involve boiling, baking, frying, or roasting, each method resulting in a distinct taste and texture. Whether mashed, roasted, or turned into fries, cooked potatoes are a popular and comforting addition to many meals worldwide. The timing and method of cooking potatoes can greatly impact their final taste and consistency, making them a versatile ingredient in a wide range of dishes.",,False,oven
76,1970,c277775dce20e98575156b8b983c258c,"Jeremy is mastering a music scale, where should he find books on the matter?",scale,"['post office', 'music store', 'assay office', 'butcher shop', ""doctor's office""]",B,"A: post office
B: music store
C: assay office
D: butcher shop
E: doctor's office",musicstore,"['post office', 'music store', '', 'butcher shop', ""doctor's office""]",['assay office'],"Question: Jeremy is mastering a music scale, where should he find books on the matter?
Answer:
A: post office
B: music store
C: 
D: butcher shop
E: doctor's office","Jeremy is mastering a music scale, where should he find () on the matter?",books,"['music', 'where', 'find', 'matter']","Music is a universal form of expression that transcends boundaries and connects people from all walks of life. Regardless of where you are in the world, music can be found in various forms, whether it's the rhythmic beats of a bustling city or the soothing melodies of nature. The beauty of music lies in its ability to evoke emotions and create a sense of unity, no matter the genre or language. It doesn't matter if you're listening to classical symphonies in a grand concert hall or discovering new artists on a streaming platform; the essence of music remains the same – a powerful medium that speaks to the soul.",,False,information
77,861,ed4685a26e896a7a6d37e8c8f787729f,What would a person do to help someone that is not able to speak coherently?,person,"['sign language', 'complete sentence', 'drink tea', 'feel angry', 'cross street']",B,"A: sign language
B: complete sentence
C: drink tea
D: feel angry
E: cross street",completesentence,"['sign language', 'complete sentence', '', 'feel angry', 'cross street']",['drink tea'],"Question: What would a person do to help someone that is not able to speak coherently?
Answer:
A: sign language
B: complete sentence
C: 
D: feel angry
E: cross street",What would a () do to help someone that is not able to speak coherently?,person,"['person', 'do', 'help']","In our daily interactions, it is common for a person to encounter situations where they may need to seek assistance or help from others. Whether it is a friend, family member, colleague, or even a stranger, reaching out for support is a natural part of being human. Offering a helping hand to someone in need not only fosters a sense of community and connection but also allows individuals to feel valued and supported. By extending a helping gesture, we not only do a good deed but also contribute to creating a more compassionate and empathetic society. Ultimately, the act of helping others is a powerful way to make a positive impact and enrich the lives of those around us.",,False,Therapist
78,7900,e5dcb0e9ce9d020ff021e6892885292a,What would you put a spoon into after you finish eating?,spoon,"['dishwasher', 'bowl of soup', 'washing machine', 'serving dish', 'dinner']",A,"A: dishwasher
B: bowl of soup
C: washing machine
D: serving dish
E: dinner",dishwasher,"['dishwasher', 'bowl of soup', '', 'serving dish', 'dinner']",['washing machine'],"Question: What would you put a spoon into after you finish eating?
Answer:
A: dishwasher
B: bowl of soup
C: 
D: serving dish
E: dinner",What would you put a () into after you finish eating?,spoon,"['put', 'spoon']","In a bustling kitchen, a chef carefully puts the finishing touches on a delectable dessert, delicately spooning a velvety chocolate ganache over a perfectly baked cake. The clinking of utensils and the sizzle of pans create a symphony of culinary sounds as the chef expertly maneuvers the spoon, ensuring each dollop is placed with precision. The aroma of rich cocoa fills the air, promising a decadent treat for those lucky enough to indulge in the chef's masterpiece.",,False,Trash
79,5156,cd9ee2d4be94cf10c244eebc689b8f77,Where does something get weighed on a scale in order to determine a price?,scale,"['music store', 'bathroom', 'post office', 'craft store', ""doctor's office""]",C,"A: music store
B: bathroom
C: post office
D: craft store
E: doctor's office",postoffice,"['music store', 'bathroom', 'post office', 'craft store', '']","[""doctor's office""]","Question: Where does something get weighed on a scale in order to determine a price?
Answer:
A: music store
B: bathroom
C: post office
D: craft store
E: ",Where does something get weighed on a scale in () to determine a price?,order,"['weighed', 'order', 'price']","When making a purchase decision, it is essential to consider various factors such as the price of the item, the order in which you need it, and how it is weighed against other options. The price of a product plays a significant role in determining its value and affordability. Additionally, the order in which items are needed can influence the urgency of the purchase. Furthermore, the weight of different considerations, such as quality, brand reputation, and personal preferences, can impact the final decision-making process. By carefully evaluating these factors, one can make informed choices that align with their needs and priorities.",,False,Market
80,5866,dce47167b8dab9cf3ef1834e2b1e88dd,If the though of performing makes you anxious what do you suffer from?,performing,"['being appreciated', 'get attention', 'terror', 'stage fright', 'fear']",D,"A: being appreciated
B: get attention
C: terror
D: stage fright
E: fear",stagefright,"['being appreciated', '', 'terror', 'stage fright', 'fear']",['get attention'],"Question: If the though of performing makes you anxious what do you suffer from?
Answer:
A: being appreciated
B: 
C: terror
D: stage fright
E: fear",If the though of performing makes you () what do you suffer from?,anxious,"['performing', 'suffer']","Performing artists often face unique challenges in their careers. While they have the opportunity to showcase their talents and connect with audiences, they may also suffer from the pressures of perfectionism, intense competition, and the unpredictability of the industry. The demanding nature of constantly being in the spotlight can take a toll on their mental and physical well-being. Despite the potential for success and recognition, performing artists must prioritize self-care and seek support to navigate the highs and lows of their profession.",Relevent Info,True,Anxiety
81,3477,63ecae5ec728ad57ab0907229484fdd5,What is a reason to pay your television bill?,television,"['informative', 'dead', 'legal', 'entertaining', 'obsolete']",C,"A: informative
B: dead
C: legal
D: entertaining
E: obsolete",legal,"['informative', 'dead', 'legal', '', 'obsolete']",['entertaining'],"Question: What is a reason to pay your television bill?
Answer:
A: informative
B: dead
C: legal
D: 
E: obsolete",What is a () to pay your television bill?,reason,"['reason', 'television']","Television has become a ubiquitous source of entertainment and information in modern society. People tune in to their favorite shows, news programs, and documentaries for a variety of reasons. The reason for watching television can vary from seeking relaxation and escapism after a long day to staying informed about current events and trends. With the vast array of channels and streaming services available, television offers something for everyone, catering to diverse interests and preferences. Whether it's for educational purposes, staying connected with the world, or simply for enjoyment, television continues to be a powerful medium that shapes our daily lives.",,False,method
82,9658,19eee9caa52e736b12c192071c4046f3,"If a couple is having financial issues, buying products can lead to what?",buying products,"['economic boom', 'being able to use', 'disagreements', 'spending money', 'joy']",C,"A: economic boom
B: being able to use
C: disagreements
D: spending money
E: joy",disagreements,"['economic boom', 'being able to use', 'disagreements', 'spending money', '']",['joy'],"Question: If a couple is having financial issues, buying products can lead to what?
Answer:
A: economic boom
B: being able to use
C: disagreements
D: spending money
E: ","If a () is having financial issues, buying products can lead to what?",couple,"['financial issues', 'couple', 'products', 'lead']","Financial issues can often put a strain on a couple's relationship, especially when they are trying to navigate the complexities of managing their finances together. In such situations, it is crucial for the couple to communicate openly and work together to find solutions that address their financial challenges. Seeking advice from financial experts or considering different financial products that could help them manage their money more effectively may lead to a more stable and harmonious financial future for the couple. By proactively addressing their financial issues and exploring suitable products, the couple can strengthen their financial foundation and build a more secure future together.",,False,Debt
83,505,15c68e50e58319ae935c8076cdaf48d3,"After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?",killing,"['wrong', 'death of', 'bad', 'negative', 'evil']",E,"A: wrong
B: death of
C: bad
D: negative
E: evil",evil,"['wrong', 'death of', 'bad', '', 'evil']",['negative'],"Question: After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?
Answer:
A: wrong
B: death of
C: bad
D: 
E: evil","After the guilty verdict in the killing the judge gave a (), he told the murderer he was pure what?",speech,"['pure what', 'verdict', 'gave', 'told', 'murderer']","In a high-profile murder trial, the jury deliberated for days before reaching a verdict on the accused murderer. The prosecution argued that the defendant gave a false alibi and had a motive to commit the crime. However, the defense maintained that the evidence presented was not pure and that there were inconsistencies in the witness testimonies. Ultimately, the jury was told to carefully consider all the facts and evidence before delivering their verdict on whether the accused was indeed the murderer.",,False,sentence
84,1485,08635abd9b1b2fbe1bd3a23f03ceff63,"Matt had issues controlling his anger, what did he do when someone set him off?",anger,"['destroy enemy', 'punch', 'cool off', 'write letter', 'illustrate point']",B,"A: destroy enemy
B: punch
C: cool off
D: write letter
E: illustrate point",punch,"['destroy enemy', 'punch', '', 'write letter', 'illustrate point']",['cool off'],"Question: Matt had issues controlling his anger, what did he do when someone set him off?
Answer:
A: destroy enemy
B: punch
C: 
D: write letter
E: illustrate point","Matt had () controlling his anger, what did he do when someone set him off?",issues,"['issues', 'controlling', 'do', 'set']","In any organization, there are various issues that may arise, ranging from operational challenges to interpersonal conflicts. When it comes to managing these issues, having effective control mechanisms in place is crucial. Managers and leaders must do their best to set clear expectations, establish protocols, and implement strategies to address and resolve these issues in a timely and efficient manner. By controlling the situation and taking proactive steps to address the root causes of the issues, organizations can maintain a productive and harmonious work environment.",,False,trouble
85,1690,5cd7f44bbf730dfae5ef2a362d2e5149,What can help you with an illness?,illness,"['elderly person', 'sick person', 'hospital', ""doctor's office"", 'stomach']",D,"A: elderly person
B: sick person
C: hospital
D: doctor's office
E: stomach",doctor'soffice,"['elderly person', '', 'hospital', ""doctor's office"", 'stomach']",['sick person'],"Question: What can help you with an illness?
Answer:
A: elderly person
B: 
C: hospital
D: doctor's office
E: stomach",What can help you with an ()?,illness,"['help', 'illness']","When facing an illness, seeking help is crucial for receiving the necessary support and treatment. Whether it's physical or mental health-related, reaching out to healthcare professionals, therapists, or support groups can make a significant difference in managing the illness effectively. Asking for help not only allows individuals to access proper care but also enables them to receive emotional support from loved ones or trained professionals. It is important to remember that seeking help is a sign of strength and courage, and it can lead to better outcomes in the journey towards healing and recovery.",,False,umbrella
86,297,390eef19c5f2b7fbd42f56cf036e1fd3,Where will a bullet projectile be found during a war?,projectile,"['battle field', 'museum', 'weapon', 'canon', 'tornado']",A,"A: battle field
B: museum
C: weapon
D: canon
E: tornado",battlefield,"['battle field', 'museum', 'weapon', '', 'tornado']",['canon'],"Question: Where will a bullet projectile be found during a war?
Answer:
A: battle field
B: museum
C: weapon
D: 
E: tornado",Where will a bullet () be found during a war?,projectile,"['bullet projectile', 'bullet', 'war']","Bullets are small, metal projectiles fired from firearms, commonly used in warfare. In times of war, bullets play a crucial role as they are the primary means of causing damage and incapacitating enemy forces. These projectiles are propelled at high speeds towards their targets, making them lethal weapons on the battlefield. The development of bullets and firearms has significantly impacted the nature of warfare throughout history, shaping tactics and strategies employed by military forces. The effectiveness and range of bullets have evolved over time, influencing the outcomes of conflicts and battles.",Relevent Info,True,battle
87,4977,bf1116612abf1a5948e2e3ba94bff3ae,"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",play violin,"['calluses', 'playing wrong note', 'audition', 'making music', 'read music']",D,"A: calluses
B: playing wrong note
C: audition
D: making music
E: read music",makingmusic,"['calluses', '', 'audition', 'making music', 'read music']",['playing wrong note'],"Question: She was playing violin with the hope of recording it someday, what did she want to do with her talent?
Answer:
A: calluses
B: 
C: audition
D: making music
E: read music","She was playing violin with the hope of recording it someday, what did she want to do with her ()?",talent,"['playing', 'recording', 'want', 'do']","When it comes to music production, many artists and musicians often find themselves in the position of wanting to both play and record their music. The desire to capture the essence of a live performance while also ensuring a high-quality recording is a common challenge faced by many in the industry. Balancing the need to deliver a captivating performance while also focusing on technical aspects of recording can be a delicate dance. However, with advancements in technology, artists now have access to tools and equipment that make it easier to achieve their desired outcome. Whether it's setting up a home studio or booking time in a professional recording studio, knowing how to effectively play and record music is essential for any musician looking to share their art with the world.",Relevent Info,True,Music
88,47,c428412a660f34965772a7389ce58e0a,What might be the result of a season of successful skiing?,skiing,"['finish line', 'broken bones', 'broken legs', 'chapped lips', 'healthy body']",E,"A: finish line
B: broken bones
C: broken legs
D: chapped lips
E: healthy body",healthybody,"['finish line', '', 'broken legs', 'chapped lips', 'healthy body']",['broken bones'],"Question: What might be the result of a season of successful skiing?
Answer:
A: finish line
B: 
C: broken legs
D: chapped lips
E: healthy body",What might be the () of a season of successful skiing?,result,"['result', 'skiing']","Skiing is a popular winter sport that involves gliding over snow-covered terrain using skis attached to one's feet. It requires skill, balance, and coordination to navigate slopes and trails successfully. As a result of the physical demands and technical challenges of skiing, participants often experience a range of benefits, including improved cardiovascular fitness, muscle strength, and overall well-being. Additionally, skiing can provide a thrilling and exhilarating experience, making it a favorite pastime for many outdoor enthusiasts. The result of a successful skiing adventure is not just a fun and memorable experience but also a great way to stay active and enjoy the beauty of winter landscapes.",Relevent Info,True,Outcome
89,1086,bd9b81f43baf042635fee3b20c98e705,"Working in the vegetable garden everyday is good for you, you get to spend time where?",vegetable garden,"['backyard', 'outside', 'amusement park', 'eating', 'back yard']",B,"A: backyard
B: outside
C: amusement park
D: eating
E: back yard",outside,"['backyard', 'outside', 'amusement park', '', 'back yard']",['eating'],"Question: Working in the vegetable garden everyday is good for you, you get to spend time where?
Answer:
A: backyard
B: outside
C: amusement park
D: 
E: back yard","Working in the vegetable () everyday is good for you, you get to spend time where?",garden,"['Working', 'get', 'spend', 'time', 'where']","Working individuals often find themselves in a balancing act between the time they spend at work and the time they get to spend elsewhere. The question of where to allocate their time becomes crucial as they strive to maintain a healthy work-life balance. It is essential for individuals to prioritize their commitments and responsibilities, ensuring that they can effectively manage their time both at work and in their personal lives. By being mindful of how they allocate their time and where they choose to invest it, individuals can strive to achieve a sense of fulfillment and satisfaction in both their professional and personal endeavors.",,False,(garden)
90,726,a1b81a0188d5ee00088a166e3aea5446,What type of water transportation is human powered?,human,"['turn away', 'let down', 'have to sleep', 'run', 'row boat']",E,"A: turn away
B: let down
C: have to sleep
D: run
E: row boat",rowboat,"['turn away', '', 'have to sleep', 'run', 'row boat']",['let down'],"Question: What type of water transportation is human powered?
Answer:
A: turn away
B: 
C: have to sleep
D: run
E: row boat",What type of water () is human powered?,transportation,"['water transportation', 'type', 'human']","Water transportation is a crucial mode of moving goods and people across bodies of water such as oceans, rivers, and lakes. This type of transportation involves the use of various vessels like ships, boats, and ferries to navigate waterways. Humans have been utilizing water transportation for thousands of years, initially relying on simple rafts and canoes before advancing to more sophisticated vessels. Today, water transportation plays a vital role in global trade, tourism, and recreation, connecting different regions and facilitating the movement of goods and passengers efficiently.",Relevent Info,True,Pump
91,3418,144d734404d15d00e048ec209eb8ed92,"If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?",fish,"['school together', 'pets', 'attempt to fly', 'find food', 'hatred']",C,"A: school together
B: pets
C: attempt to fly
D: find food
E: hatred",attempttofly,"['', 'pets', 'attempt to fly', 'find food', 'hatred']",['school together'],"Question: If you saw a fish break the surface of the water and flap its fins in the air, you might think it is doing what?
Answer:
A: 
B: pets
C: attempt to fly
D: find food
E: hatred","If you saw a () break the surface of the water and flap its fins in the air, you might think it is doing what?",fish,"['fish', 'break', 'fins', 'think', 'doing']","As a marine biologist, observing fish behavior is a crucial aspect of my research. When studying fish, it is fascinating to witness how they use their fins to navigate through the water with such grace and precision. Sometimes, during my observations, I notice a particular fish that seems to break away from the group, exhibiting unique behaviors that make me think about the complexity of their social interactions. Understanding what these individual fish are doing differently can provide valuable insights into their communication and hierarchy within the group.",,False,dolphin
92,1039,f85b6ec6ad784b0664935f21877003cd,Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,computer user,"['school', 'hell', 'internet cafe', 'office building', 'despair']",C,"A: school
B: hell
C: internet cafe
D: office building
E: despair",internetcafe,"['school', 'hell', 'internet cafe', '', 'despair']",['office building'],"Question: Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?
Answer:
A: school
B: hell
C: internet cafe
D: 
E: despair",Where might you find a computer () that is visiting a foreign city and didn't bring their own computer along?,user,"['own computer', 'visiting', 'foreign', 'city', 'bring', 'along']","When visiting a foreign city, it can be convenient to bring along your own computer. Having your own computer with you while traveling can make it easier to stay connected, work remotely, or simply enjoy some entertainment during your trip. Whether you are traveling for business or leisure, having your own computer can provide a sense of familiarity and convenience in an unfamiliar environment. Additionally, having your own computer can also ensure that you have access to all your necessary files, documents, and applications while on the go.",,False,Tourist
93,1974,0abf342a1e79ad512937a194474480ed,When you're getting drunk and stumbling what might you be feeling?,getting drunk,"['stumbling', 'nausea', 'fights', 'death', 'your head hit the ground']",B,"A: stumbling
B: nausea
C: fights
D: death
E: your head hit the ground",nausea,"['stumbling', 'nausea', 'fights', 'death', '']",['your head hit the ground'],"Question: When you're getting drunk and stumbling what might you be feeling?
Answer:
A: stumbling
B: nausea
C: fights
D: death
E: ",When you're getting () and stumbling what might you be feeling?,drunk,,,Seen Q,True,Drunk
94,4723,28a6d37816be84e77ac79bef5a12b433,"The man was sick of secular consumerism, what life did he seek instead?",secular,"['eternal', 'married life', 'religious', 'monastic', 'unpredictable']",D,"A: eternal
B: married life
C: religious
D: monastic
E: unpredictable",monastic,"['eternal', 'married life', '', 'monastic', 'unpredictable']",['religious'],"Question: The man was sick of secular consumerism, what life did he seek instead?
Answer:
A: eternal
B: married life
C: 
D: monastic
E: unpredictable","The man was sick of secular consumerism, what () did he seek instead?",life,"['secular consumerism', 'man', 'consumerism', 'instead']","Secular consumerism is a prevalent phenomenon in modern society, where individuals, regardless of their beliefs or affiliations, actively engage in the consumption of goods and services as a means of self-expression and fulfillment. In this context, the concept of man as a consumer plays a significant role in shaping economic trends and societal norms. However, there is a growing awareness and shift towards more conscious consumption practices. Instead of mindlessly acquiring products, many individuals are now opting for sustainable and ethical choices, reflecting a desire for more meaningful and responsible consumption habits.",,False,spirituality
95,4263,18c43c58a0e0472084ad630d4d0c1093,Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?,relaxing,"['feeling good', 'deep breathing', 'sleeping', 'taking a bath', 'fall asleep']",B,"A: feeling good
B: deep breathing
C: sleeping
D: taking a bath
E: fall asleep",deepbreathing,"['feeling good', 'deep breathing', '', 'taking a bath', 'fall asleep']",['sleeping'],"Question: Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?
Answer:
A: feeling good
B: deep breathing
C: 
D: taking a bath
E: fall asleep",Joe learned some relaxing exercises from his therapist.  They all centered around what () of action?,sort,"['Joe', 'relaxing exercises', 'therapist', 'action']","Joe, a busy executive, has been feeling overwhelmed and stressed lately due to the demands of his job. Concerned about his mental well-being, he decides to seek help from a therapist. During their sessions, the therapist suggests incorporating relaxing exercises into Joe's daily routine to help him manage his stress levels. Joe takes action on this advice and starts practicing mindfulness, deep breathing, and yoga regularly. Over time, Joe notices a significant improvement in his overall mood and ability to cope with stress, thanks to the therapist's guidance and the implementation of relaxing exercises in his life.",Relevent Info,True,type
96,7001,80138b9cea63d347acdacdba0c5ed16b,James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?,computer,"['see a ghost', 'become sensible', 'make decisions', 'crash', 'cast shadow']",E,"A: see a ghost
B: become sensible
C: make decisions
D: crash
E: cast shadow",castshadow,"['', 'become sensible', 'make decisions', 'crash', 'cast shadow']",['see a ghost'],"Question: James turned on his computer and the monitor lit on the room.  What might his body do as he stands there?
Answer:
A: 
B: become sensible
C: make decisions
D: crash
E: cast shadow",James turned on his () and the monitor lit on the room.  What might his body do as he stands there?,computer,,,Seen Q,True,computer
97,6268,d683040f7fb16669504f36845cee5cae,If an insurance adjuster finds your claim incorrect they will do what?,claim,"['forgive', 'disown reject', 'relinquish', 'deny', 'give back']",D,"A: forgive
B: disown reject
C: relinquish
D: deny
E: give back",deny,"['forgive', 'disown reject', 'relinquish', 'deny', '']",['give back'],"Question: If an insurance adjuster finds your claim incorrect they will do what?
Answer:
A: forgive
B: disown reject
C: relinquish
D: deny
E: ",If an () adjuster finds your claim incorrect they will do what?,insurance,"['finds', 'claim', 'incorrect']","When conducting research or analysis, it is crucial to thoroughly examine the data and evidence to ensure the accuracy of any claims made. In the process of investigation, one may come across findings that challenge or contradict previously held beliefs or assertions. It is essential to critically evaluate these findings and be open to the possibility of being proven incorrect. By acknowledging and addressing any inaccuracies or errors in claims, researchers and analysts can refine their understanding and contribute to the advancement of knowledge in their respective fields.",,False,deny
98,2989,fe780c1e09eb8ddeace179db3b3667fa,Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?,riding bike,"['falling down', 'give up', 'exhaustion', 'travelling', 'going somewhere']",C,"A: falling down
B: give up
C: exhaustion
D: travelling
E: going somewhere",exhaustion,"['falling down', '', 'exhaustion', 'travelling', 'going somewhere']",['give up'],"Question: Bill loved riding his bike and did it all the time.  He had trouble going up hills and sometimes pushed himself to the point of what?
Answer:
A: falling down
B: 
C: exhaustion
D: travelling
E: going somewhere",Bill loved riding his bike and did it all the ().  He had trouble going up hills and some()s pushed himself to the point of what?,time,,,Seen Q,True,time
99,3262,4940cfa669ed367ebdb9c4143cf5d60e,"After I urinate and flush the toilet and wash my hands, what should I do next?",urinate,"['flush toilet', 'dry hands', 'zip pants', 'eat', 'wash hands']",D,"A: flush toilet
B: dry hands
C: zip pants
D: eat
E: wash hands",eat,"['flush toilet', 'dry hands', '', 'eat', 'wash hands']",['zip pants'],"Question: After I urinate and flush the toilet and wash my hands, what should I do next?
Answer:
A: flush toilet
B: dry hands
C: 
D: eat
E: wash hands","After I urinate and flush the () and wash my hands, what should I do next?",toilet,,,Seen Q,True,toilet
